filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
SERGIK - To Dat Bass.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass.wav,71.67,wav,,,True
blew up before it even started 12 smx.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/blew up before it even started 12 smx.wav,36.91,wav,,,False
SERGIK x OG Coconut x Kuhl - Mavericks.aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks.aif,48.45,aif,,,True
SERPANT.aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERPANT.aif,27.97,aif,,,False
SERGIK - Discodellic.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Discodellic.wav,41.66,wav,,,True
SERGIK - My Type.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - My Type.wav,74.98,wav,,,True
SERGIK x Aloe Flipz - Broken Problems.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems.wav,51.05,wav,,,True
01 Arza x Y2 (Prince) Prod Dame x.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/01 Arza x Y2 (Prince) Prod Dame x.mp3,6.61,mp3,,,False
Andino x SERGIK - Coming Thru 12.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x SERGIK - Coming Thru 12.wav,69.62,wav,,,False
SLAPSTICK BABY.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SLAPSTICK BABY.mp3,10.52,mp3,,,False
Sergik x Silent Jay - tear the roof off.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Silent Jay - tear the roof off.wav,41.51,wav,,,True
SERGIK - Cherry Bombs singled.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cherry Bombs singled.wav,305.2,wav,,,True
SERGIK Rework - Say Yeah v4.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Rework - Say Yeah v4.wav,71.92,wav,,,True
SERGIK x NOOD - juice.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - juice.wav,60.56,wav,,,True
Sergik - Warehouse District.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.wav,39.07,wav,,,True
Sergik - Recuperate.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Recuperate.wav,26.08,wav,,,True
SERGIK - Like That 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like That 1.wav,55.19,wav,,,True
SERGIK - Bender VIP.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender VIP.wav,61.04,wav,,,True
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/sergik x frank terry_cozy cats_master 1 (worth the weight).wav,71.4,wav,,,True
Darker side of the street.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Darker side of the street.mp3,10.84,mp3,,,False
SERGIK - Forza.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Forza.wav,65.29,wav,,,True
Night at the roxbury (Bass house) (Jcreate).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Night at the roxbury (Bass house) (Jcreate).wav,27.47,wav,house,,False
SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,61.57,wav,,,True
tester - Dido - Thank You (Breauxx Remix).mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/tester - Dido - Thank You (Breauxx Remix).mp3,4.72,mp3,,,False
SERGIK - Can We Rock.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Can We Rock.wav,74.93,wav,,,True
Sergik x Slick Floyd - If you want to.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick Floyd - If you want to.wav,41.34,wav,,,True
SERGIK - Ooh I Like That.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ooh I Like That.wav,71.31,wav,,,True
SERGIK x CHKLZ - On Da Flow.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - On Da Flow.wav,38.79,wav,,,True
SERGIK - Deep Side The Mood.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Deep Side The Mood.wav,73.57,wav,,,True
SERGIK x Janis & The Planets - Searching (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & The Planets - Searching (Instrumental).wav,47.94,wav,,,True
SERGIK - Para Papa.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Para Papa.wav,58.14,wav,,,True
Lose Control ANAMORPHIC Remix V17.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lose Control ANAMORPHIC Remix V17.wav,45.62,wav,,,False
SERGIK - Drunk.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drunk.wav,73.06,wav,,,True
BAGGINS - GIVING IT (Silent Jay x Sergik Remix).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BAGGINS - GIVING IT (Silent Jay x Sergik Remix).wav,79.31,wav,,,False
SERGIK - Rushy Funkshway 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rushy Funkshway 1.wav,75.57,wav,funk,,True
Loose Leaf - Jet X MIKI.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Loose Leaf - Jet X MIKI.mp3,9.16,mp3,,,False
HOP BUNNY HOP.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/HOP BUNNY HOP.wav,52.85,wav,,,False
SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,69.08,wav,,135,True
SERGIK  - Make it Bounce Pre-Master.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Make it Bounce Pre-Master.wav,65.37,wav,,,True
SERGIK - Roundabout No Exit.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Roundabout No Exit.wav,60.69,wav,,,True
SERGIK - Free.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Free.wav,65.37,wav,,,True
SERGIK x Guage x Fairydvst - Feelin.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Guage x Fairydvst - Feelin.wav,57.68,wav,,,True
SERGIK x BatteryLo - Thiiisss.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BatteryLo - Thiiisss.wav,53.68,wav,,,True
SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,61.57,wav,,,True
versace mp3.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/versace mp3.mp3,5.4,mp3,,,False
SERGIK - Cant Fight It.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cant Fight It.wav,79.76,wav,,,True
SERGIK - Book of Memories.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Book of Memories.wav,67.1,wav,,,True
SERGIK x Stov - Everyday (DnB ViP).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stov - Everyday (DnB ViP).wav,52.49,wav,dnb,,True
"Daisy - Right Cheek, Left Cheek.mp3",Unknown Artist,"/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Daisy - Right Cheek, Left Cheek.mp3",3.55,mp3,,,False
SERGIK - WooksWonkWubz.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - WooksWonkWubz.wav,38.07,wav,,,True
SERGIK x Braydo - Bicycle Day.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Braydo - Bicycle Day.wav,63.3,wav,,,True
SlowNMelloe.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SlowNMelloe.mp3,4.59,mp3,,,False
SERGIK - Containment Breach.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Containment Breach.wav,64.92,wav,,,True
Sergik x L9V - Hourglass.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x L9V - Hourglass.wav,51.36,wav,,,True
Tenderly (0).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Tenderly (0).wav,39.92,wav,,,False
SERGIK - Early Morning.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Early Morning.wav,59.57,wav,,,True
SERGIK x NOOD - If You Want To.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - If You Want To.wav,69.08,wav,,,True
uncertain 1st.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/uncertain 1st.wav,7.61,wav,,,False
SERGIK x JIMII - Do it Yourself v2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself v2.wav,61.51,wav,,,True
SERGIK - Whats the Reason.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Reason.wav,67.4,wav,,,True
RTB- CD-6.aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RTB- CD-6.aif,94.21,aif,,,False
flip the phase v3.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/flip the phase v3.wav,50.94,wav,,,False
SERGIK - No Drama.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Drama.wav,66.38,wav,,,True
Trip Hop 8.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 8.mp3,7.82,mp3,,,False
TEST.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/TEST.wav,128.91,wav,,,False
SERGIK x ESHER - Nitrous.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Nitrous.wav,87.93,wav,,,True
[FREE] Benny The Butcher Type Beat - 40 KEYZ.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/[FREE] Benny The Butcher Type Beat - 40 KEYZ.mp3,4.45,mp3,,,False
SERGIK Ft. Janis & The Planets - Suade.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Suade.wav,53.4,wav,,,True
SERGIK x Zak Martin - Wat U Want.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Wat U Want.wav,60.09,wav,,,True
Sergik - baked turkey.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - baked turkey.wav,55.69,wav,,,True
SERGIK x Jetski - Alienated.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Alienated.wav,62.48,wav,,,True
SERGIK x Slick Floyd - LDE.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd - LDE.wav,71.31,wav,,,True
SERGIK - To Dat Bass 2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass 2.wav,71.67,wav,,,True
SERGIK - Turn in to.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Turn in to.wav,61.52,wav,,,True
ARZA - Swear Fo.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo.mp3,7.42,mp3,,,False
Arza - California Dreams & Nightmares 144bpm E min.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - California Dreams & Nightmares 144bpm E min.wav,17.94,wav,,144,False
SERGIK - Whats the Reason (Bass VIP).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Reason (Bass VIP).wav,62.81,wav,,,True
SERGIK - Rover Coasting.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rover Coasting.wav,67.5,wav,,,True
Jazzy Situation.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jazzy Situation.mp3,5.54,mp3,jazz,,False
SERGIK x Slick Floyd - Pharoe.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd - Pharoe.wav,49.85,wav,,,True
Feel Good (0).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Feel Good (0).wav,25.63,wav,,,False
nsd x sergik - Get yours (Version 3).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/nsd x sergik - Get yours (Version 3).wav,30.77,wav,,,False
SERGIK x Isaiah - Wont Stop.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Isaiah - Wont Stop.wav,121.12,wav,,,True
Lodin - I've Been Waitin' 2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - I've Been Waitin' 2.wav,77.02,wav,,,False
SERGIK X OG Coconuttz - Drunk n High.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X OG Coconuttz - Drunk n High.wav,54.94,wav,,,True
SERGIK - Going Gone 122bpm.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Gone 122bpm.wav,65.53,wav,,122,True
SERGIK - Frequency.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Frequency.wav,78.79,wav,,,True
SERGIK - Double D's.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Double D's.wav,41.96,wav,,,True
Sean Hart - ALWAYS SAFECRACKERAZ.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart - ALWAYS SAFECRACKERAZ.wav,75.83,wav,,,False
Ceemoar x Sergik - No Body.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Ceemoar x Sergik - No Body.wav,36.76,wav,,,False
SERGIK - In The Streets 2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets 2.wav,69.77,wav,,,True
SERGIK - Like The Ol Days 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days 1.wav,52.78,wav,,,True
SERGIK - Everlast.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everlast.wav,71.41,wav,,,True
Mike Crowe x SERGIK - Lifecycle Of Growth.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mike Crowe x SERGIK - Lifecycle Of Growth.wav,50.47,wav,,,False
SERGIK - Quarter Keys ft Andino.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Quarter Keys ft Andino.wav,108.53,wav,,,True
SERGIK - Duce.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Duce.wav,87.3,wav,,,True
SERGIK - Atlantis.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Atlantis.wav,20.54,wav,,,True
SERGIK - Cruise Control 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control 1.wav,69.08,wav,,,True
SERGIK - Up n Down.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up n Down.wav,50.95,wav,,,True
SERGIK x Optikz - Foe Fos.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Foe Fos.wav,42.39,wav,,,True
SERGIK x L9V x Silent Jay - We Should Save.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V x Silent Jay - We Should Save.wav,72.25,wav,,,True
SERGIK x Silent Jay - Move n Groove.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Move n Groove.wav,36.82,wav,,,True
SERGIK - Better With You.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Better With You.wav,67.51,wav,,,True
SERGIK x Breauxxx - The Bag  (DiscoTech SRGFLIP).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag  (DiscoTech SRGFLIP).wav,68.61,wav,,,True
SERGIK x Javi - Smoke Break at Da Crib VIP.2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Javi - Smoke Break at Da Crib VIP.2.wav,48.45,wav,,,True
SERGIK - Daze V2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Daze V2.wav,63.3,wav,,,True
eta_x_Lodin_-_UP.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/eta_x_Lodin_-_UP.mp3,8.52,mp3,,,False
MARS.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/MARS.mp3,15.8,mp3,,,False
today (0).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/today (0).wav,46.14,wav,,,False
GOING UP SIR.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/GOING UP SIR.wav,42.36,wav,,,False
SERGIK x Emperor Obscure - Baggin On Me.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Emperor Obscure - Baggin On Me.wav,64.34,wav,,,True
frank terry x sergik - repeat [mstr v2] (worth the weight mastering).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/frank terry x sergik - repeat [mstr v2] (worth the weight mastering).wav,75.56,wav,,,False
SERGIK - Let the music.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Let the music.wav,8.07,wav,,,True
Feel The Jam.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Feel The Jam.mp3,6.37,mp3,,,False
SERGIK - Spanktula.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.wav,50.39,wav,,,True
SERGIK - Hello Hello.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hello Hello.wav,54.7,wav,,,True
