filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
SERGIK - Swonky 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Swonky 1.wav,35.61,wav,,,True
Hip Hop 13.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 13.mp3,4.8,mp3,hiphop,,False
SERGIK - Soul Candy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Candy.wav,62.1,wav,soul,,True
Sergik - Doses.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.wav,44.25,wav,,,True
SERGIK - Preach to the Choir ft. Sewer.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Preach to the Choir ft. Sewer.wav,45.65,wav,,,True
minimal baby - Frandisco.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/minimal baby - Frandisco.mp3,10.59,mp3,techno,,False
SERGIK - Hustle Funkshway.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hustle Funkshway.wav,76.89,wav,funk,,True
SERGIK - Fxck it.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fxck it.wav,41.99,wav,,,True
SERGIK x WWW - Late Nighters.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x WWW - Late Nighters.wav,59.59,wav,,,True
SPEEDBUMPSAHEAD.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SPEEDBUMPSAHEAD.mp3,7.47,mp3,,,False
SERGIK - GET ON MY VIBE.2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - GET ON MY VIBE.2.wav,39.68,wav,,,True
SERGIK x WWW - Daft Punk - Harder Better Faster Stronger Flip.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x WWW - Daft Punk - Harder Better Faster Stronger Flip.wav,83.7,wav,,,True
SERGIK - Can You Dance v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Can You Dance v2.wav,77.17,wav,,,True
Equipoise (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Equipoise (0).wav,27.86,wav,,,False
Instrumental Michael Crowe Mycology Series V1 - Sounds by SERGIK.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Instrumental Michael Crowe Mycology Series V1 - Sounds by SERGIK.wav,64.47,wav,,,False
Janis and The Planets - shangralalalala Dmaj 120bpm.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets - shangralalalala Dmaj 120bpm.mp3,15.8,mp3,,120,False
SERGIK - Rhythm.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm.wav,67.4,wav,,,True
SERGIK - Witchoo.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Witchoo.wav,58.51,wav,,,True
SERGIK - Like The Ol Days (Bass VIP).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days (Bass VIP).wav,52.78,wav,,,True
SERGIK - Inspire.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Inspire.wav,49.31,wav,,,True
OG Coconut - Vivid (SERGIK Master).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - Vivid (SERGIK Master).wav,40.37,wav,,,False
Silent Jay x Sergik - Move Me.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - Move Me.wav,82.36,wav,,,False
SERGIK - Nothing to it.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nothing to it.wav,62.48,wav,,,True
Lodin - A Letter From Home (Unreleased).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home (Unreleased).mp3,15.26,mp3,,,False
ARZA x SERGIK - The Grind.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ARZA x SERGIK - The Grind.wav,20.03,wav,,,False
DINO x SERGIK - MINIMAL.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MINIMAL.wav,41.64,wav,techno,,False
remember_the_times.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/remember_the_times.wav,27.09,wav,,,False
SERGIK  - Betta.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Betta.wav,66.38,wav,,,True
you can fw us cd-6 edit.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/you can fw us cd-6 edit.aif,97.41,aif,,,False
SERGIK - Creature Hrs.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Creature Hrs.wav,63.81,wav,,,True
SERGIK - In The Streets.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets.wav,69.77,wav,,,True
SERGIK x Silent Jay - Like That.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Like That.wav,71.71,wav,,,True
Told Me (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Told Me (0).wav,18.4,wav,,,False
SERGIK - tell her v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - tell her v2.wav,70.83,wav,,,True
SERGIK x Chris Powell - Wut We Hear To Do.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Chris Powell - Wut We Hear To Do.wav,91.66,wav,,,True
Waavy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Waavy.wav,16.42,wav,,,False
SERGIK x Konbot x Lavender - Moon Freakin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Konbot x Lavender - Moon Freakin.wav,55.68,wav,,,True
Hip Hop 6.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 6.mp3,11.29,mp3,hiphop,,False
BENNY THE BUTCHER x 38 SPESH x JADAKISS Type Beat - Revenge.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BENNY THE BUTCHER x 38 SPESH x JADAKISS Type Beat - Revenge.mp3,3.83,mp3,,,False
SERGIK - Head Up.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Head Up.wav,42.19,wav,,,True
SERGIK x Breauxxx - Pumpin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - Pumpin.wav,61.51,wav,,,True
SERGIK - Back Around.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back Around.wav,64.34,wav,,,True
SERGIK - Give Back Ft. Cy Heck.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Give Back Ft. Cy Heck.wav,66.33,wav,,,True
gaslamp district mv1.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/gaslamp district mv1.aif,45.97,aif,,,False
SAFECRACKERS SAVING KIKI KYTE.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SAFECRACKERS SAVING KIKI KYTE.mp3,14.9,mp3,,,False
SERGIK - Dubonaut.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dubonaut.wav,66.99,wav,,,True
On the Road session.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/On the Road session.mp3,7.89,mp3,,,False
Dreaming Jet 3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 3.mp3,12.59,mp3,,,False
SERGIK x Breauxx x WWW - Uninvited v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited v2.wav,71.46,wav,,,True
SERGIK - Come On Strong - 124 BPM Dmin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Come On Strong - 124 BPM Dmin.wav,70.33,wav,,124,True
SERGIK x Sean Hart - Madness In The Summer.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - Madness In The Summer.wav,65.69,wav,,,True
SERGIK x Nood - Im Grown (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Instrumental).wav,62.69,wav,,,True
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,66.67,wav,,,True
Janis and the Planets - Miel.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and the Planets - Miel.wav,92.86,wav,,,False
SERGIK - Moon Settler.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Moon Settler.wav,69.65,wav,,,True
SERGIK - Whats the Plan Ft. WWW.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Plan Ft. WWW.wav,37.12,wav,,,True
SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,38.0,wav,,,True
Jazz 1 bass.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Jazz 1 bass.mp3,0.46,mp3,jazz,,False
Markadelic - Pattern 1 - 110 - 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Markadelic - Pattern 1 - 110 - 1.wav,2.2,wav,,,False
SERGIK - Funkshway - ANALOG RECORDING.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - ANALOG RECORDING.wav,75.57,wav,funk,,True
SERGIK - Self Love.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Self Love.wav,64.04,wav,,,True
SERGIK - Conducter.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Conducter.wav,70.03,wav,,,True
Hip Hop 10.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 10.mp3,4.82,mp3,hiphop,,False
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Like A Daisy.wav,57.71,wav,,,True
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,76.89,wav,funk,,True
doors of perception.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/doors of perception.mp3,9.18,mp3,,,False
SERGIK - Nimbus Ride.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nimbus Ride.wav,65.61,wav,,,True
Sergik x DJ Epidemik x 1200Runway - No Time.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Epidemik x 1200Runway - No Time.wav,33.59,wav,,,True
Chasing Dreams (1).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (1).wav,29.61,wav,,,False
SERGIK x Auxlee - Quirk.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Quirk.wav,65.5,wav,,,True
Dreaming Jet 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 2.mp3,12.59,mp3,,,False
SERGIK - Chasing the sun to Tokyo (Mastered).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Chasing the sun to Tokyo (Mastered).wav,27.94,wav,,,True
understood (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/understood (0).wav,21.53,wav,,,False
SERGIK x Cafe Caderas - House Girls.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cafe Caderas - House Girls.wav,36.53,wav,house,,True
6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,39.32,aif,funk,114,False
SERGIK - Drop Dat B.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drop Dat B.wav,53.94,wav,,,True
SERGIK - In The Moment.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Moment.wav,55.68,wav,,,True
SERGIK - Up All Night.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up All Night.wav,34.19,wav,,,True
SERGIK x Sean Hart - - All I Want V3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - - All I Want V3.wav,72.67,wav,,,True
SERGIK - I Like the way.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Like the way.wav,34.42,wav,,,True
SERGIK - Golden Hour - Trap.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Trap.wav,55.68,wav,hiphop,,True
SERGIK - Guttah.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Guttah.wav,78.21,wav,,,True
Sergik x Hausofdevotion - Delirium.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Hausofdevotion - Delirium.wav,28.65,wav,,,True
4. POWER OF SNACKS.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/4. POWER OF SNACKS.mp3,3.74,mp3,,,False
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,63.75,wav,,,True
Feel Good.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Feel Good.wav,25.63,wav,,,False
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass).wav,73.29,wav,,,True
SERGIK - All My Ladies ft. Nessa.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies ft. Nessa.wav,55.76,wav,,,True
SERGIK x Breauxxx - All Around.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - All Around.wav,72.86,wav,,,True
SERGIK - Lose Yourself.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Lose Yourself.wav,51.36,wav,,,True
SERGIK - Aha.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Aha.wav,44.64,wav,,,True
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,66.03,wav,,,True
Try Me Mix-Down_master 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master 2.wav,38.13,wav,,,False
SERGIK - Jumpin v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jumpin v2.wav,64.32,wav,,,True
SERGIK - Dont Go.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Go.wav,65.89,wav,,,True
Old Fellas - Azare Ft. JCreate 3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas - Azare Ft. JCreate 3.mp3,8.53,mp3,,,False
SERGIK x Silent Jay - Soul On Fire.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Soul On Fire.wav,63.52,wav,soul,,True
DOMMO - MYLOVE4U.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DOMMO - MYLOVE4U.wav,54.32,wav,,,False
SERGIK - Do My Thang.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Do My Thang.wav,59.6,wav,,,True
SERGIK x Forgotten Modern - Give it To Em.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Forgotten Modern - Give it To Em.wav,34.88,wav,,,True
SERGIK - Electrify.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Electrify.wav,62.52,wav,,,True
Optikz x SERGIK(Vips) - Crowd Control - House.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - House.wav,51.53,wav,house,,False
SERGIK X JIMII - JUST IN CASE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X JIMII - JUST IN CASE.wav,46.05,wav,,,True
Rushh.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Rushh.wav,34.79,wav,,,False
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,88.09,wav,,,True
SERGIK x Bone - Motion.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bone - Motion.wav,34.61,wav,,,True
Sergik - Tell Me.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Tell Me.wav,41.34,wav,,,True
Dilon Karim - Chancellor.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Chancellor.wav,102.0,wav,,,False
SERGIK x Breauxxx x NOOD - Comprehension.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x NOOD - Comprehension.wav,71.92,wav,,,True
SERGIK x Aloe Flipz - Broken Problems v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems v2.wav,50.22,wav,,,True
Jetlosh - Flume Kiss.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Jetlosh - Flume Kiss.mp3,12.96,mp3,,,False
Chasing Dreams (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (0).wav,29.61,wav,,,False
SERGIK x Slick - Gangsta.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick - Gangsta.wav,68.13,wav,,,True
SERGIK - Elevator Musik.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Elevator Musik.wav,57.22,wav,,,True
SERGIK - Never Hold Back.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back.wav,63.47,wav,,,True
SERGIK - Funkshway analog.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway analog.wav,75.57,wav,funk,,True
Try Me Mix-Down_master.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master.wav,38.13,wav,,,False
Sergik - 90s Baby.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - 90s Baby.wav,37.73,wav,,,True
mm chop.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/mm chop.mp3,2.66,mp3,,,False
jordan beat 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/jordan beat 2.mp3,8.02,mp3,,,False
Night Moon Light.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Night Moon Light.mp3,8.5,mp3,,,False
SERGIK - Going Fast3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast3.wav,66.86,wav,,,True
Hip Hop 14.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 14.mp3,4.67,mp3,hiphop,,False
Chasing the sun to Tokyo.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chasing the sun to Tokyo.wav,55.9,wav,,,False
SERGIK - Hotstepper Remix.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hotstepper Remix.wav,61.8,wav,,,True
SERGIK - Mind n Body.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind n Body.wav,69.77,wav,,,True
Dilon Karim - Hedonistic Dreams.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Hedonistic Dreams.wav,77.73,wav,,,False
SERGIK x Sean Hart Ft. Chris Powell - American LOVE V2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart Ft. Chris Powell - American LOVE V2.mp3,10.9,mp3,,,True
DISCO MELODY.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DISCO MELODY.wav,14.33,wav,disco,,False
JIMII x Sergik - dublin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/JIMII x Sergik - dublin.wav,112.67,wav,,,False
SERGIK x NOBOUNDS - Alleyways.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOBOUNDS - Alleyways.wav,46.89,wav,,,True
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,44.22,wav,,88,True
SERGIK - Going Fast.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast.wav,66.86,wav,,,True
SERGIK - Hi n Lo.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hi n Lo.wav,49.03,wav,,,True
FANTASTIC DIALOG.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/FANTASTIC DIALOG.mp3,3.05,mp3,,,False
hip hop 15.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/hip hop 15.mp3,5.55,mp3,hiphop,,False
SERPANT 1.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERPANT 1.aif,27.97,aif,,,False
SERGIK - Going Fast2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast2.wav,66.86,wav,,,True
SERGIK x CHKLZ - To Da Flow.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - To Da Flow.wav,30.76,wav,,,True
Optikz x SERGIK(Vips) - Crowd Control - House _ Trap.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - House _ Trap.wav,51.53,wav,"house,hiphop",,False
SERGIK ft. Residuo - Gottalotta.1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Residuo - Gottalotta.1.wav,63.49,wav,,,True
SERGIK - Must Be.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Must Be.wav,57.68,wav,,,True
