filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path,emotional_category,valence,arousal,emotions,psychological_effect,focus,relaxation,motivation,timbre,texture,spatial,dynamics,primary_intent,use_cases
Instrumental Michael Crowe Mycology Series V1 - Sounds by SERGIK.wav,Music 1,129.2,D minor,7A,5,Intro -> Drop,255.48,44100,24,2,64.47,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Instrumental Michael Crowe Mycology Series V1 - Sounds by SERGIK.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Janis and The Planets - shangralalalala Dmaj 120bpm.mp3,Music 1,152.0,D major,10B,6,Drop,414.01,44100,0,2,15.8,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets - shangralalalala Dmaj 120bpm.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
SERGIK - Rhythm.wav,Music 1,86.1,A major,11B,6,Intro -> Drop,267.1,44100,24,2,67.4,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Witchoo.wav,Music 1,117.5,F# minor,11A,6,Intro -> Verse -> Drop,231.86,44100,24,2,58.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Witchoo.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Like The Ol Days (Bass VIP).wav,Music 1,123.0,A major,11B,6,Intro -> Chorus -> Drop,209.14,44100,24,2,52.78,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days (Bass VIP).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Inspire.wav,Music 1,92.3,D major,10B,6,Intro -> Chorus -> Drop,195.43,44100,24,2,49.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Inspire.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
OG Coconut - Vivid (SERGIK Master).wav,Music 1,123.0,A minor,8A,5,Drop,160.0,44100,24,2,40.37,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - Vivid (SERGIK Master).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Silent Jay x Sergik - Move Me.wav,Music 1,86.1,D major,10B,9,Intro -> Drop -> Chorus,326.4,44100,24,2,82.36,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - Move Me.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Nothing to it.wav,Music 1,123.0,D major,10B,6,Intro -> Chorus -> Drop,247.62,44100,24,2,62.48,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nothing to it.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Lodin - A Letter From Home (Unreleased).mp3,Music 1,129.2,D major,10B,6,Drop,400.01,44100,0,2,15.26,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home (Unreleased).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
ARZA x SERGIK - The Grind.wav,Music 1,129.2,C major,8B,5,Chorus -> Drop,119.07,44100,0,2,20.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ARZA x SERGIK - The Grind.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
DINO x SERGIK - MINIMAL.wav,Music 1,129.2,F major,7B,7,Drop -> Outro,247.5,44100,0,2,41.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MINIMAL.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
remember_the_times.wav,Music 1,103.4,D major,10B,6,Chorus -> Drop,161.03,44100,0,2,27.09,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/remember_the_times.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK  - Betta.wav,Music 1,123.0,G major,9B,7,Chorus -> Drop,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Betta.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
you can fw us cd-6 edit.aif,Music 1,129.2,D major,10B,7,Drop,289.52,44100,32,2,97.41,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/you can fw us cd-6 edit.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Creature Hrs.wav,Music 1,86.1,A major,11B,6,Drop,232.32,48000,24,2,63.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Creature Hrs.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - In The Streets.wav,Music 1,86.1,B minor,10A,6,Intro -> Drop,276.48,44100,24,2,69.77,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Silent Jay - Like That.wav,Music 1,86.1,A major,11B,7,Drop,284.16,44100,24,2,71.71,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Like That.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Told Me (0).wav,Music 1,78.3,E minor,9A,4,Intro -> Drop,109.37,44100,0,2,18.4,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Told Me (0).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",study,0.85,0.6,0.4,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - tell her v2.wav,Music 1,117.5,A minor,8A,7,Chorus -> Drop,280.68,44100,24,2,70.83,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - tell her v2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Chris Powell - Wut We Hear To Do.wav,Music 1,147.7,D major,10B,6,Drop,363.24,44100,24,2,91.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Chris Powell - Wut We Hear To Do.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
Waavy.wav,Music 1,117.5,A major,11B,6,Drop -> Outro,97.63,44100,0,2,16.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Waavy.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Konbot x Lavender - Moon Freakin.wav,Music 1,123.0,D major,10B,6,Intro -> Verse -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Konbot x Lavender - Moon Freakin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Hip Hop 6.mp3,Music 1,152.0,D minor,7A,5,Drop,296.05,44100,0,2,11.29,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 6.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
BENNY THE BUTCHER x 38 SPESH x JADAKISS Type Beat - Revenge.mp3,Music 1,123.0,F# minor,11A,6,Intro -> Chorus -> Drop,167.34,44100,0,2,3.83,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BENNY THE BUTCHER x 38 SPESH x JADAKISS Type Beat - Revenge.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Head Up.wav,Music 1,86.1,D major,10B,7,Intro -> Verse -> Drop,153.6,48000,24,2,42.19,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Head Up.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Breauxxx - Pumpin.wav,Music 1,129.2,D major,10B,7,Drop,243.75,44100,24,2,61.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - Pumpin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Back Around.wav,Music 1,86.1,D major,10B,7,Chorus -> Drop,234.24,48000,24,2,64.34,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back Around.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Give Back Ft. Cy Heck.wav,Music 1,86.1,A major,11B,6,Drop,262.86,44100,24,2,66.33,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Give Back Ft. Cy Heck.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
gaslamp district mv1.aif,Music 1,92.3,A# minor,3A,6,Intro -> Chorus -> Drop,182.19,44100,24,2,45.97,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/gaslamp district mv1.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SAFECRACKERS SAVING KIKI KYTE.mp3,Music 1,117.5,A# minor,3A,7,Chorus -> Drop,390.5,48000,0,2,14.9,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SAFECRACKERS SAVING KIKI KYTE.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Dubonaut.wav,Music 1,129.2,A major,11B,5,Drop,265.45,44100,24,2,66.99,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dubonaut.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
On the Road session.mp3,Music 1,86.1,B minor,10A,7,Intro -> Chorus -> Drop,206.84,44100,0,2,7.89,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/On the Road session.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Dreaming Jet 3.mp3,Music 1,129.2,D minor,7A,9,Intro -> Chorus -> Drop,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 3.mp3,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Breauxx x WWW - Uninvited v2.wav,Music 1,86.1,D major,10B,8,Drop -> Outro,283.2,44100,24,2,71.46,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited v2.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Come On Strong - 124 BPM Dmin.wav,Music 1,86.1,D major,10B,7,Intro -> Drop,278.71,44100,24,2,70.33,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Come On Strong - 124 BPM Dmin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Sean Hart - Madness In The Summer.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,260.34,44100,24,2,65.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - Madness In The Summer.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Nood - Im Grown (Instrumental).wav,Music 1,143.6,A major,11B,5,Intro -> Chorus -> Drop,248.45,44100,24,2,62.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Instrumental).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,Music 1,92.3,,,1,Intro -> Verse -> Outro,264.19,44100,24,2,66.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,calm,0.6,0.2,"peaceful,serene,meditative",meditation,0.9,0.95,0.1,warm,rich,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Janis and the Planets - Miel.wav,Music 1,117.5,D minor,7A,6,Intro -> Verse -> Drop,368.0,44100,24,2,92.86,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and the Planets - Miel.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Moon Settler.wav,Music 1,117.5,A minor,8A,7,Intro -> Verse -> Drop,276.0,44100,24,2,69.65,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Moon Settler.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Whats the Plan Ft. WWW.wav,Music 1,86.1,A major,11B,6,Drop,220.65,44100,0,2,37.12,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Plan Ft. WWW.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,Music 1,152.0,D major,10B,6,Chorus -> Drop,150.59,44100,24,2,38.0,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
Jazz 1 bass.mp3,Music 1,123.0,F major,7B,2,Unknown,12.07,44100,0,2,0.46,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Jazz 1 bass.mp3,calm,0.6,0.2,"peaceful,serene,meditative",meditation,0.9,0.95,0.1,warm,rich,focused,dynamic,dance_floor,"club,festival,party,peak time"
Markadelic - Pattern 1 - 110 - 1.wav,Music 1,92.3,D minor,7A,1,Unknown,13.09,44100,0,2,2.2,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Markadelic - Pattern 1 - 110 - 1.wav,calm,0.6,0.2,"peaceful,serene,meditative",meditation,0.9,0.95,0.1,warm,rich,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Funkshway - ANALOG RECORDING.wav,Music 1,117.5,D major,10B,6,Intro -> Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - ANALOG RECORDING.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Self Love.wav,Music 1,86.1,D major,10B,7,Chorus -> Drop -> Outro,253.77,44100,24,2,64.04,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Self Love.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Conducter.wav,Music 1,129.2,D minor,7A,5,Chorus -> Drop,277.5,44100,24,2,70.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Conducter.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Hip Hop 10.mp3,Music 1,86.1,E minor,9A,6,Intro -> Drop,126.38,44100,0,2,4.82,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 10.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,Music 1,86.1,A minor,8A,6,Intro -> Chorus -> Drop,228.71,44100,24,2,57.71,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Like A Daisy.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
doors of perception.mp3,Music 1,129.2,A minor,8A,5,Drop,240.61,44100,0,2,9.18,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/doors of perception.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Nimbus Ride.wav,Music 1,117.5,D minor,7A,5,Chorus -> Drop,260.0,44100,24,2,65.61,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nimbus Ride.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Sergik x DJ Epidemik x 1200Runway - No Time.wav,Music 1,86.1,F# minor,11A,6,Drop,199.68,44100,0,2,33.59,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Epidemik x 1200Runway - No Time.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Chasing Dreams (1).wav,Music 1,123.0,A# minor,3A,5,Intro -> Verse -> Drop,176.0,44100,0,2,29.61,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (1).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Auxlee - Quirk.wav,Music 1,147.7,D major,10B,5,Intro -> Chorus -> Drop,259.56,44100,24,2,65.5,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Quirk.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Dreaming Jet 2.mp3,Music 1,129.2,D minor,7A,9,Intro -> Chorus -> Drop,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 2.mp3,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Chasing the sun to Tokyo (Mastered).wav,Music 1,89.1,E minor,9A,6,Intro -> Verse -> Drop,166.1,44100,0,2,27.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Chasing the sun to Tokyo (Mastered).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
understood (0).wav,Music 1,92.3,F# minor,11A,5,Intro -> Drop,128.0,44100,0,2,21.53,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/understood (0).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK x Cafe Caderas - House Girls.wav,Music 1,129.2,A major,11B,6,Chorus -> Verse -> Drop,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cafe Caderas - House Girls.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,Music 1,112.3,C major,8B,6,Drop,143.16,48000,24,2,39.32,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Drop Dat B.wav,Music 1,129.2,D major,10B,5,Drop,213.75,44100,24,2,53.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drop Dat B.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - In The Moment.wav,Music 1,86.1,D minor,7A,7,Intro -> Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Moment.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Up All Night.wav,Music 1,86.1,C major,8B,6,Intro -> Verse -> Drop,203.23,44100,0,2,34.19,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up All Night.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Sean Hart - - All I Want V3.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,288.0,44100,24,2,72.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - - All I Want V3.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - I Like the way.wav,Music 1,123.0,A major,11B,6,Drop -> Chorus,204.59,44100,0,2,34.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Like the way.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Golden Hour - Trap.wav,Music 1,86.1,A major,11B,6,Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Trap.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Guttah.wav,Music 1,129.2,A major,11B,8,Intro -> Drop -> Outro,309.92,44100,24,2,78.21,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Guttah.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Sergik x Hausofdevotion - Delirium.wav,Music 1,86.1,A minor,8A,5,Chorus -> Drop,170.32,44100,0,2,28.65,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Hausofdevotion - Delirium.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
4. POWER OF SNACKS.mp3,Music 1,92.3,D major,10B,6,Drop,195.84,44100,0,2,3.74,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/4. POWER OF SNACKS.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
