filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path,emotional_category,valence,arousal,emotions,psychological_effect,focus,relaxation,motivation,timbre,texture,spatial,dynamics,primary_intent,use_cases
Dont leave me alone (0).mp3,Music,86.1,E minor,9A,6,Drop -> Chorus,185.86,44100,0,2,7.22,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Dont leave me alone (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Funking Around (0).mp3,Music,92.3,D# major,5B,6,Chorus -> Drop,144.59,44100,0,2,5.65,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Funking Around (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
05 The Funky Psychedelic.mp3,Music,152.0,D major,10B,6,Chorus -> Drop,164.26,44100,0,2,6.41,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/05 The Funky Psychedelic.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
Deja Vu (0).mp3,Music,80.7,E minor,9A,6,Drop,156.06,44100,0,2,3.11,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Deja Vu (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Dream Sequence.mp3,Music,76.0,A major,11B,5,Drop,150.31,44100,0,2,5.86,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Dream Sequence.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
World with No Regulation.mp3,Music,86.1,C# minor,12A,6,Intro -> Drop,212.58,44100,0,2,8.25,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/World with No Regulation.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Walk Back (0).mp3,Music,86.1,B minor,10A,7,Chorus -> Drop,286.75,44100,0,2,11.07,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Walk Back (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Focus (0).mp3,Music,80.7,C major,8B,6,Intro -> Drop,168.96,44100,0,2,6.58,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Focus (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
The Machine (0).mp3,Music,89.1,A minor,8A,7,Drop,111.86,44100,0,2,4.4,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Machine (0).mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
The Machine.mp3,Music,89.1,A minor,8A,7,Drop,111.86,44100,0,2,4.4,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Machine.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Mellow.mp3,Music,80.7,D minor,7A,5,Chorus -> Drop,109.43,44100,0,2,4.18,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/Mixgenredine/Mellow.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Feel the Jam.mp3,Music,89.1,A major,11B,6,Intro -> Drop,167.03,44100,0,2,6.38,mp3,/Users/machd/Music/Music/Media.localized/Music/JCreate/Mixgenredine/Feel the Jam.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Kavon - Feel it now.mp3,Music 1,92.3,F major,7B,7,Drop,174.26,48000,0,2,6.65,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Kavon 2016/Unknown Album/Kavon - Feel it now.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
These times.wav,Music 1,92.3,B minor,10A,4,Unknown,42.35,44100,0,2,14.25,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/These times.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",study,0.85,0.6,0.4,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Bad Bitch Affirmations Smart Bitch Edition.m4a,Music 1,,,,,,908.57,44100,0,2,14.01,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Bad Bitch Affirmations Smart Bitch Edition.m4a,,,,,,,,,,,,,,
SERGIK - Back to The Basics (Instrumental).wav,Music 1,123.0,G major,9B,6,Chorus -> Drop,286.45,44100,24,2,72.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics (Instrumental).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Cosmos.wav,Music 1,123.0,D major,10B,6,Chorus -> Drop,232.38,44100,24,2,58.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmos.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav,Music 1,86.1,F# minor,11A,9,Drop,384.79,48000,0,2,140.92,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Needs.wav,Music 1,129.2,D major,10B,6,Chorus -> Drop,276.19,44100,24,2,69.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Needs.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
chillout vibin.mp3,Music 1,123.0,A major,11B,5,Chorus -> Drop,204.98,44100,0,2,7.82,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/chillout vibin.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Soundolosophy.wav,Music 1,117.5,A major,11B,5,Intro -> Drop,146.82,44100,0,2,24.7,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Soundolosophy.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Rock Dem Feets.wav,Music 1,129.2,A major,11B,6,Drop,247.62,44100,24,2,62.48,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rock Dem Feets.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
hip hop jordan 34-2.mp3,Music 1,112.3,A major,11B,6,Drop,233.93,44100,0,2,8.92,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/hip hop jordan 34-2.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Silent Jay - Late Morning1.wav,Music 1,129.2,D major,10B,6,Drop,245.71,44100,0,2,41.34,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Late Morning1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Andino x Segik La Selva.wav,Music 1,129.2,D minor,7A,6,Drop -> Chorus -> Drop,380.95,44100,24,2,96.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Segik La Selva.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Jahdelicah 1.wav,Music 1,129.2,D major,10B,6,Chorus -> Drop,278.1,44100,24,2,70.18,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jahdelicah 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - The Sound.wav,Music 1,129.2,D minor,7A,5,Chorus -> Drop,274.29,44100,24,2,69.21,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Sound.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Sean Watson  - A Good Day (Instrumental).wav,Music 1,92.3,D major,10B,6,Drop,301.09,44100,24,2,75.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Watson  - A Good Day (Instrumental).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
ANDINO x SERGIK -  ELROW 1.wav,Music 1,129.2,D major,10B,7,Drop,393.07,44100,0,2,66.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ANDINO x SERGIK -  ELROW 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
untitled.fyjump3.mp3,Music 1,147.7,G minor,6A,4,Unknown,13.35,44100,0,2,0.51,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/untitled.fyjump3.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",study,0.85,0.6,0.4,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK x LODIN - Bussin.wav,Music 1,123.0,D major,10B,7,Chorus -> Drop,247.62,44100,0,2,41.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Chill hip hop 2.mp3,Music 1,92.3,C major,8B,6,Chorus -> Drop,194.51,44100,0,2,7.42,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 2.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Get It ViP2.wav,Music 1,129.2,A major,11B,7,Chorus -> Drop,278.1,44100,24,2,70.18,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get It ViP2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Chill hip hop 3.mp3,Music 1,129.2,D major,10B,6,Intro -> Chorus -> Drop,167.42,44100,0,2,6.39,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 3.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Fall Leafs.wav,Music 1,136.0,A minor,8A,5,Intro -> Verse -> Drop,156.44,44100,0,2,26.32,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fall Leafs.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
AZ.mp3,Music 1,89.1,D major,10B,6,Chorus -> Drop -> Chorus,123.06,44100,0,2,4.69,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/AZ.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Bender.m4a,Music 1,,,,,,245.71,44100,0,2,7.69,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender.m4a,,,,,,,,,,,,,,
SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,Music 1,86.1,D major,10B,8,Intro -> Drop,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
the LNGwayyyyyyyyy v1.wav,Music 1,92.3,E major,12B,6,Drop,178.29,44100,0,2,29.99,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/the LNGwayyyyyyyyy v1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Golden Hour - House.wav,Music 1,86.1,A major,11B,6,Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - House.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - On Slack.wav,Music 1,86.1,D major,10B,9,Drop,180.0,44100,0,2,30.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On Slack.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Spring Swing.wav,Music 1,86.1,A minor,8A,9,Drop -> Chorus,256.59,44100,24,2,64.75,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spring Swing.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Sean Hart Ft. Chris Powell - American LOVE.wav,Music 1,117.5,A major,11B,6,Chorus -> Drop,288.0,44100,24,2,72.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart Ft. Chris Powell - American LOVE.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
TombStoned (0).wav,Music 1,92.3,A minor,8A,5,Chorus -> Drop,192.0,44100,0,2,64.6,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/TombStoned (0).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Back to The Basics.wav,Music 1,123.0,G major,9B,6,Drop -> Chorus -> Drop,286.45,44100,24,2,72.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Mind Rollercoaster.wav,Music 1,86.1,D major,10B,6,Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind Rollercoaster.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Stranger wings 140.wav,Music 1,143.6,A major,11B,5,Drop -> Chorus,54.86,44100,0,2,9.23,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Stranger wings 140.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Janis & The Planets x SERGIK - Searching.wav,Music 1,92.3,F major,7B,5,Intro -> Verse -> Drop,174.55,48000,24,2,47.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis & The Planets x SERGIK - Searching.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - On and On(Badu Remix).wav,Music 1,123.0,D major,10B,6,Intro -> Drop -> Chorus,251.59,44100,24,2,63.49,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On and On(Badu Remix).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Mateo Haze - Who's Boss_.wav,Music 1,117.5,D major,10B,5,Intro -> Drop,188.28,44100,24,2,47.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mateo Haze - Who's Boss_.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Man On A Journey.wav,Music 1,136.0,A major,11B,5,Chorus -> Drop,260.15,44100,24,2,65.65,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Man On A Journey.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Another Day.wav,Music 1,123.0,A minor,8A,6,Intro -> Verse -> Drop,141.64,44100,0,2,23.83,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Another Day.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Stan The Guitarman - Highway 1.wav,Music 1,129.2,A major,11B,6,Drop,251.43,44100,24,2,63.45,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Highway 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya 1.wav,Music 1,123.0,E minor,9A,6,Intro -> Drop,263.23,44100,24,2,66.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - 6 Hours In v2.mp3,Music 1,129.2,D major,10B,6,Intro -> Chorus -> Drop,228.68,44100,0,2,8.72,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 6 Hours In v2.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Oooh Ah Eee.wav,Music 1,123.0,A minor,8A,6,Drop,216.77,44100,24,2,54.7,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Oooh Ah Eee.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Francisco Josue - Let Me.2.wav,Music 1,86.1,A major,11B,6,Drop,247.74,44100,0,2,41.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x OG Coco - Tell Em Heal.wav,Music 1,92.3,D minor,7A,6,Intro -> Drop,211.97,44100,24,2,53.49,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coco - Tell Em Heal.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
You Said That (0).wav,Music 1,89.1,A major,11B,7,Chorus -> Drop,121.38,44100,0,2,20.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/You Said That (0).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
long ago (1).wav,Music 1,89.1,A major,11B,5,Chorus -> Drop,153.04,44100,0,2,25.75,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/long ago (1).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Happiness.wav,Music 1,86.1,A minor,8A,7,Intro -> Verse -> Drop,241.89,48000,24,2,66.44,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Dream Edge_2.mp3,Music 1,99.4,F# minor,11A,5,Unknown,2.92,44100,0,2,0.11,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dream Edge_2.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Trip Hop 3.mp3,Music 1,152.0,D major,10B,6,Chorus -> Drop,164.26,44100,0,2,6.41,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 3.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
SERGIK x LODIN - Mercy (Club Master).wav,Music 1,123.0,A major,11B,6,Chorus -> Drop,296.59,44100,24,2,74.84,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Mercy (Club Master).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,Music 1,129.2,D major,10B,6,Chorus -> Drop,269.54,44100,24,2,68.02,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
BeJanis x Sergik's Secret - Soul Infinite.wav,Music 1,92.3,D minor,7A,6,Drop,303.16,44100,24,2,76.5,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BeJanis x Sergik's Secret - Soul Infinite.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Sean Hart x Sean Watson - Escapade.wav,Music 1,92.3,D major,10B,6,Chorus -> Drop,349.09,44100,24,2,88.09,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson - Escapade.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Astro Spore.wav,Music 1,123.0,D major,10B,5,Chorus -> Drop,263.61,44100,0,2,44.35,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Spore.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Old Fellas 4 (Sin Drum).mp3,Music 1,80.7,A major,11B,5,Drop,223.56,44100,0,2,8.53,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas 4 (Sin Drum).mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Something Sick.wav,Music 1,117.5,D major,10B,6,Intro -> Chorus -> Drop,296.0,44100,24,2,74.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something Sick.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Radiowave Contact.wav,Music 1,89.1,D major,10B,6,Drop,245.81,48000,24,2,67.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Radiowave Contact.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x JIMII - Do it Yourself.wav,Music 1,86.1,D major,10B,6,Chorus -> Drop,241.86,44100,24,2,61.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Crosstick - Katana Ghost.wav,Music 1,92.3,D major,10B,6,Chorus -> Drop,238.27,48000,24,2,65.44,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Crosstick - Katana Ghost.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
