filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
Trip Hop 4.mp3,Music 1,86.1,A major,11B,6,Drop,153.57,44100,0,2,6.0,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 4.mp3
How I Work [vocals].mp3,Music 1,129.2,D major,10B,7,Intro -> Drop -> Outro,170.66,44100,0,2,5.87,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/How I Work [vocals].mp3
SERGIK - How Ya.wav,Music 1,129.2,A major,11B,6,Drop,217.14,44100,24,2,54.79,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How Ya.wav
Sergik x DJ Dalle - Its Your turn.wav,Music 1,86.1,A minor,8A,6,Drop,261.96,44100,0,2,44.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Dalle - Its Your turn.wav
RIdin.wav,Music 1,86.1,F# minor,11A,6,Drop -> Chorus -> Drop,121.77,44100,24,2,30.73,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/RIdin.wav
mac me v3.wav,Music 1,92.3,D major,10B,7,Drop,257.01,44100,24,2,64.86,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/mac me v3.wav
SERGIK x Breauxx - Walk Dat Walk2.wav,Music 1,86.1,A minor,8A,6,Intro -> Chorus -> Drop,217.14,44100,24,2,54.79,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx - Walk Dat Walk2.wav
Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3,Music 1,92.3,A major,11B,5,Drop,415.66,44100,0,2,15.86,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3
SERGIK - Kouch Potato.wav,Music 1,123.0,A major,11B,6,Unknown,30.97,44100,24,2,7.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Kouch Potato.wav
SERGIK x Javi - Smoke Break at Da Crib.wav,Music 1,86.1,D major,10B,5,Chorus -> Drop,192.0,44100,24,2,48.45,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Javi - Smoke Break at Da Crib.wav
Andino x Sergik - Tradicion master.wav,Music 1,86.1,D major,10B,6,Drop,266.67,44100,24,2,67.29,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik - Tradicion master.wav
SERGIK - No Stopping.wav,Music 1,86.1,D major,10B,8,Intro -> Chorus -> Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Stopping.wav
no love (0).wav,Music 1,123.0,A minor,8A,6,Chorus -> Drop,116.03,44100,0,2,19.52,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/no love (0).wav
SERGIK - 49ers - Move Your Feet (remix).wav,Music 1,86.1,D major,10B,7,Intro -> Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 49ers - Move Your Feet (remix).wav
3 41 AM.wav,Music 1,86.1,D major,10B,6,Chorus -> Drop,135.53,44100,0,2,22.8,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/3 41 AM.wav
Cory Hill x SERGIK - Love.wav,Music 1,117.5,A major,11B,5,Chorus -> Drop,296.0,44100,24,2,74.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love.wav
SERGIK - Somthn L's.wav,Music 1,129.2,D major,10B,7,Intro -> Drop,300.0,44100,24,2,75.7,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Somthn L's.wav
WUB V2 light master.wav,Music 1,136.0,E major,12B,6,Drop,227.56,44100,24,2,57.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/WUB V2 light master.wav
SERGIK x Francisco Josue - Let Me.wav,Music 1,123.0,A major,11B,6,Drop,251.61,44100,0,2,42.33,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.wav
SERGIK x Steve - Yard man.wav,Music 1,129.2,D minor,7A,6,Drop -> Chorus,181.42,44100,24,2,45.78,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Steve - Yard man.wav
Busta The Nut 3.mp3,Music 1,117.5,A major,11B,8,Drop,296.07,44100,0,2,6.78,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Busta The Nut 3.mp3
Lodin - A Letter From Home 2.mp3,Music 1,129.2,D major,10B,6,Drop,400.01,44100,0,2,15.26,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 2.mp3
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,Music 1,129.2,C major,8B,5,Drop,155.08,44100,24,2,39.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav
Cory Hill x SERGIK - Love 1.wav,Music 1,86.1,A major,11B,5,Chorus -> Drop,302.0,44100,24,2,76.21,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love 1.wav
SERGIK x L9V - 6 Hours In.2.wav,Music 1,86.1,D major,10B,6,Intro -> Chorus -> Drop,232.32,48000,24,2,63.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V - 6 Hours In.2.wav
SERGIK x Silent Jay - Make Me Free.wav,Music 1,129.2,D major,10B,7,Drop,241.89,48000,24,2,66.44,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Make Me Free.wav
SERGIK - Dont You.wav,Music 1,129.2,D major,10B,7,Chorus -> Drop,261.82,48000,24,2,71.91,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont You.wav
SERGIK - Soul Mind n Body v2.wav,Music 1,123.0,D minor,7A,6,Intro -> Chorus -> Drop,245.71,44100,24,2,62.0,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Mind n Body v2.wav
Donuts N Milk (0).wav,Music 1,89.1,B major,1B,6,Drop,127.41,44100,0,2,21.43,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Donuts N Milk (0).wav
Valerie Stoss - BACK2DANCE (Master) 2.wav,Music 1,129.2,D minor,7A,6,Chorus -> Drop,436.38,44100,24,2,110.12,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Valerie Stoss - BACK2DANCE (Master) 2.wav
Rainy Daze (0).wav,Music 1,86.1,D minor,7A,6,Intro -> Chorus -> Drop,134.05,44100,0,2,22.55,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze (0).wav
SERGIK x Janis - Alchemy.wav,Music 1,92.3,F minor,4A,6,Chorus -> Drop,195.43,44100,24,2,49.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Alchemy.wav
Noir Pt 2.mp3,Music 1,83.4,A# minor,3A,5,Chorus -> Drop,308.61,44100,0,2,11.77,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Noir Pt 2.mp3
RUNTHA v222.mp3,Music 1,86.1,E minor,9A,7,Intro -> Verse -> Drop,160.0,44100,0,2,6.1,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/RUNTHA v222.mp3
Pixelated Thoughts (0).wav,Music 1,89.1,A major,11B,6,Chorus -> Drop,148.89,44100,0,2,25.05,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Pixelated Thoughts (0).wav
1A - 128 - Breauxx - Dance With Me (v1).wav,Music 1,86.1,A major,11B,8,Drop -> Verse -> Drop,290.62,44100,0,2,48.89,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/1A - 128 - Breauxx - Dance With Me (v1).wav
england 2.wav,Music 1,86.1,E major,12B,6,Intro -> Verse -> Drop,201.29,48000,0,2,36.86,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/england 2.wav
SERGIK - Doin Ma Thang.wav,Music 1,129.2,A major,11B,6,Chorus -> Drop,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Doin Ma Thang.wav
SERGIK x Aloe Flipz - Shafeus.wav,Music 1,86.1,A# minor,3A,6,Intro -> Drop,261.65,44100,24,2,66.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Shafeus.wav
8.14 - novation.mp3,Music 1,86.1,F minor,4A,5,Drop,314.15,44100,0,2,11.98,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.14 - novation.mp3
SERGIK x Ladell Ransom - Desiderata.wav,Music 1,86.1,D major,10B,7,Drop,152.38,44100,0,2,25.63,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Ladell Ransom - Desiderata.wav
BOTEV - WALK WIT IT V3.wav,Music 1,129.2,A minor,8A,8,Intro -> Chorus -> Drop,367.62,44100,0,2,61.84,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BOTEV - WALK WIT IT V3.wav
SERGIK - Salute.wav,Music 1,86.1,A major,11B,5,Drop,278.1,44100,24,2,70.18,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Salute.wav
SERGIK - Dumb.wav,Music 1,86.1,D major,10B,6,Drop,215.04,44100,0,2,36.18,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dumb.wav
SERGIK x Optikz - Front to Da Back.wav,Music 1,86.1,D major,10B,6,Drop -> Outro,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Music 1,86.1,G# minor,1A,6,Drop,83.6,44100,0,2,3.19,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3
SERGIK - Never Hold Back (TechyesHausno mix).wav,Music 1,129.2,D minor,7A,6,Drop -> Chorus,241.85,44100,24,2,61.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav
SERGIK - Be FreeNDaMind.wav,Music 1,129.2,A major,11B,8,Drop,219.21,44100,0,2,36.88,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav
Mine Edit.mp3,Music 1,86.1,F# minor,11A,6,Drop,147.7,44100,0,2,5.63,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3
SERGIK - Golden Hour - Reggaeton.wav,Music 1,86.1,A major,11B,6,Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Reggaeton.wav
SERGIK - Been Done.wav,Music 1,123.0,A major,11B,6,Chorus -> Drop,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Been Done.wav
dane n jc.mp3,Music 1,86.1,A major,11B,5,Drop,52.78,44100,0,2,2.01,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/dane n jc.mp3
SERGIK - Tell Me What It Do.wav,Music 1,86.1,D major,10B,7,Drop -> Chorus,243.75,44100,24,2,61.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Me What It Do.wav
SERGIK x Deep Chetty - So Good v3.wav,Music 1,86.1,D minor,7A,7,Intro -> Drop,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty - So Good v3.wav
jazz new.mp3,Music 1,129.2,D minor,7A,6,Chorus -> Drop,497.53,44100,0,2,18.98,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/jazz new.mp3
SERGIK - Gypsy - Trap 1.wav,Music 1,152.0,D minor,7A,7,Intro -> Drop,242.0,44100,24,2,61.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - Trap 1.wav
SERGIK x SLICK FLOYD - Feelin Good.wav,Music 1,86.1,D minor,7A,7,Drop,230.4,48000,24,2,63.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x SLICK FLOYD - Feelin Good.wav
SERGIK - Losing Control.wav,Music 1,129.2,D major,10B,7,Drop,224.76,44100,0,2,37.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Losing Control.wav
SERGIK - Divine.wav,Music 1,123.0,D minor,7A,5,Drop,198.19,44100,24,2,50.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Divine.wav
SERGIK - All My Ladies.wav,Music 1,123.0,F major,7B,6,Drop,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies.wav
SERGIK x Jetskii - Levels To This.wav,Music 1,86.1,A major,11B,6,Intro -> Drop,313.55,44100,24,2,79.12,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetskii - Levels To This.wav
uncertain.wav,Music 1,78.3,B minor,10A,5,Intro -> Chorus -> Drop,164.1,44100,0,2,27.61,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/uncertain.wav
SERGIK - The McCoy.wav,Music 1,86.1,A major,11B,6,Drop,180.71,44100,24,2,45.6,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The McCoy.wav
Trip Hop 7.mp3,Music 1,89.1,D minor,7A,6,Intro -> Chorus -> Drop,218.93,44100,0,2,8.49,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 7.mp3
SERGIK - Movin.wav,Music 1,86.1,D major,10B,6,Drop,232.38,44100,24,2,58.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Movin.wav
SERGIK - Soular Exploration.wav,Music 1,86.1,D major,10B,6,Intro -> Chorus -> Drop,218.88,48000,24,2,60.12,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soular Exploration.wav
womwomwom 121BPM v2 1.wav,Music 1,86.1,A major,11B,6,Chorus -> Drop,301.49,44100,24,2,76.08,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2 1.wav
SERGIK - Everyday Gratitude 1.wav,Music 1,86.1,D major,10B,7,Intro -> Drop,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude 1.wav
Moon Night Light.mp3,Music 1,86.1,C major,8B,4,Chorus -> Drop,200.44,44100,0,2,7.65,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Moon Night Light.mp3
Overtime (0).wav,Music 1,89.1,A major,11B,5,Chorus -> Drop -> Chorus,170.67,44100,0,2,28.71,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Overtime (0).wav
SERGIK - Dont Stop V3.wav,Music 1,129.2,A minor,8A,6,Drop,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop V3.wav
SERGIK x Be.Janice- Nectar.wav,Music 1,86.1,D major,10B,6,Chorus -> Drop,247.74,44100,24,2,62.52,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Be.Janice- Nectar.wav
SERGIK - Spanktula.1.wav,Music 1,86.1,D minor,7A,7,Chorus -> Drop,199.68,44100,24,2,50.39,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.1.wav
SERGIK x Be.Janis - Fly Away.wav,Music 1,123.0,D minor,7A,5,Chorus -> Drop,208.26,44100,24,2,52.55,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Be.Janis - Fly Away.wav
SERGIK x Bob Secret - The Bag.wav,Music 1,86.1,D major,10B,6,Drop,255.87,44100,24,2,64.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - The Bag.wav
SERGIK - CorK.wav,Music 1,123.0,A major,11B,6,Chorus -> Drop,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - CorK.wav
SERGIK x ESHER - Just Dont.wav,Music 1,129.2,D minor,7A,5,Intro -> Chorus -> Drop,265.45,44100,24,2,66.99,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont.wav
SERGIK - Traction.mp3,Music 1,92.3,D major,10B,5,Drop,221.54,44100,0,2,8.45,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Traction.mp3
SERGIK - Cruise Control.wav,Music 1,86.1,A major,11B,6,Intro -> Chorus -> Drop,203.52,48000,24,2,55.9,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control.wav
SERGIK - Hold Me Down.wav,Music 1,129.2,D major,10B,7,Intro -> Drop,268.35,48000,24,2,73.7,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hold Me Down.wav
SERGIK x OG Coconut - Take Me Home.wav,Music 1,92.3,D minor,7A,7,Intro -> Chorus -> Drop,252.26,44100,24,2,63.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Take Me Home.wav
SERGIK x Tibbs - Prosper v2.wav,Music 1,143.6,E minor,9A,5,Intro -> Drop,332.31,88200,24,2,167.71,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper v2.wav
SERGIK - Funky Technician 1.wav,Music 1,129.2,D major,10B,7,Chorus -> Drop,325.04,44100,24,2,82.02,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician 1.wav
SERGIK - Utopia.wav,Music 1,89.1,A major,11B,5,Intro -> Drop,204.18,44100,24,2,51.52,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Utopia.wav
Evolution theory.mp3,Music 1,86.1,A minor,8A,6,Chorus -> Drop,151.06,48000,0,2,2.31,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Evolution theory.mp3
SERGIK - Bubble Buddy.wav,Music 1,86.1,D major,10B,6,Chorus -> Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bubble Buddy.wav
SERGIK - Got Dat.wav,Music 1,129.2,D major,10B,8,Chorus -> Drop,205.71,44100,24,2,51.91,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Got Dat.wav
Humanity Unknown.mp3,Music 1,80.7,D major,10B,7,Drop,174.05,44100,0,2,6.64,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Humanity Unknown.mp3
Lodin - A Letter From Home 1.mp3,Music 1,129.2,D major,10B,6,Drop,400.01,44100,0,2,15.26,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 1.mp3
tommorow (0).wav,Music 1,129.2,G# minor,1A,4,Chorus -> Drop,91.43,44100,0,2,15.38,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/tommorow (0).wav
SERGIK - Bizzz (Instrumental).wav,Music 1,89.1,A major,11B,6,Chorus -> Drop,261.49,44100,24,2,65.99,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bizzz (Instrumental).wav
SERGIK - Get Up.wav,Music 1,123.0,D major,10B,8,Intro -> Chorus -> Drop,216.77,48000,24,2,59.54,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get Up.wav
SERGIK x Nood - Im Grown (Dub Edit).wav,Music 1,143.6,D minor,7A,5,Intro -> Chorus -> Drop,248.45,44100,24,2,62.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Dub Edit).wav
06 DM2TUO.m4a,Music 1,,,,,,287.63,44100,0,2,9.0,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/06 DM2TUO.m4a
Sergik - Doses.2.wav,Music 1,86.1,D minor,7A,7,Drop,261.12,44100,0,2,43.93,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.2.wav
SERGIK - Air It Out.wav,Music 1,117.5,D major,10B,6,Intro -> Verse -> Drop,231.86,44100,24,2,58.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Air It Out.wav
SERGIK - They Got Me.wav,Music 1,86.1,D minor,7A,6,Intro -> Drop,255.48,44100,24,2,64.47,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - They Got Me.wav
romin killa 2.mp3,Music 1,129.2,D major,10B,7,Intro -> Drop,332.62,48000,0,2,12.69,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/romin killa 2.mp3
NooD - bitch i grow v3 1.wav,Music 1,123.0,F major,7B,5,Drop,464.52,44100,24,2,117.22,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3 1.wav
SERGIK x Kavon - Spawn.wav,Music 1,92.3,A major,11B,5,Intro -> Chorus -> Drop,150.86,44100,24,2,38.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Kavon - Spawn.wav
DINO x SERGIK - MEXICAN CHEETOS.wav,Music 1,129.2,D major,10B,6,Drop,259.05,44100,0,2,43.58,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MEXICAN CHEETOS.wav
SERGIK - More Than Life.wav,Music 1,86.1,A minor,8A,6,Drop -> Chorus,280.65,44100,24,2,70.82,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - More Than Life.wav
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,Music 1,123.0,D major,10B,6,Intro -> Drop,264.19,44100,24,2,66.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav
Silent Jay x Sergik - It's Getting FINAL.wav,Music 1,86.1,D major,10B,6,Drop,309.12,44100,24,2,78.0,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - It's Getting FINAL.wav
SERGIK - Good.wav,Music 1,86.1,F# minor,11A,8,Intro -> Chorus -> Drop,247.68,44100,24,2,62.5,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Good.wav
SERGIK - Dont Stop v2.wav,Music 1,129.2,A minor,8A,6,Drop,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop v2.wav
Sergik x Nobounds - Not My Fault.wav,Music 1,86.1,A major,11B,6,Drop,218.88,44100,0,2,36.82,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Nobounds - Not My Fault.wav
SERGIK - Digitality.wav,Music 1,86.1,A major,11B,7,Drop,195.12,44100,0,2,32.83,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Digitality.wav
FALL AWAY FLIP final_.wav,Music 1,143.6,A minor,8A,3,Intro -> Verse -> Drop,337.39,44100,0,2,56.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/FALL AWAY FLIP final_.wav
SERGIK - Ascencion.wav,Music 1,86.1,D minor,7A,6,Drop,273.49,44100,24,2,69.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ascencion.wav
SERGIK - Pre Party.wav,Music 1,86.1,F major,7B,7,Intro -> Drop,276.19,44100,24,2,69.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pre Party.wav
SERGIK x Tibbs - Prosper 1.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,332.31,96000,24,2,182.54,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper 1.wav
beat 1.wav,Music 1,86.1,E major,12B,2,Unknown,6.2,44100,0,2,1.05,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/beat 1.wav
Rainy Daze.wav,Music 1,86.1,D minor,7A,6,Intro -> Chorus -> Drop,134.05,44100,0,2,22.55,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze.wav
SERGIK - High Class.wav,Music 1,92.3,A major,11B,7,Intro -> Drop,274.29,44100,24,2,69.21,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - High Class.wav
mind modulation.m4a,Music 1,,,,,,334.55,44100,0,2,5.1,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/mind modulation.m4a
SERGIK - Brooting.wav,Music 1,92.3,D major,10B,6,Chorus -> Drop,220.59,44100,24,2,55.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Brooting.wav
SERGIK - I Forgot.wav,Music 1,129.2,F# minor,11A,5,Intro -> Chorus -> Drop,317.48,44100,24,2,80.11,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Forgot.wav
