filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,Music 1,129.2,D major,10B,7,Chorus -> Drop,260.79,44100,24,2,65.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Kody Black x Lugh Haurie - All My Friends.wav
Sergik - Hard to Love.wav,Music 1,117.5,A minor,8A,6,Intro -> Verse -> Drop,192.0,44100,0,2,32.3,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Hard to Love.wav
SERGIK - How We Do.wav,Music 1,129.2,D major,10B,5,Drop,232.38,44100,24,2,58.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How We Do.wav
SERGIK x Auxlee - Weepin Willows.wav,Music 1,136.0,A major,11B,6,Intro -> Chorus -> Drop,258.22,44100,24,2,65.16,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Weepin Willows.wav
Janis and The Planets x SERGIK - Searching.wav,Music 1,92.3,F major,7B,5,Intro -> Verse -> Drop,174.55,48000,24,2,47.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets x SERGIK - Searching.wav
8.5.24 V2.0 groovin 120 bpm Note G.aif,Music 1,86.1,D major,10B,5,Chorus -> Drop -> Chorus,96.0,48000,24,2,26.37,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.5.24 V2.0 groovin 120 bpm Note G.aif
Lazy Afternoon (0).wav,Music 1,136.0,A minor,8A,5,Chorus -> Drop,170.6,44100,0,2,28.7,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lazy Afternoon (0).wav
SERGIK - The Beat.wav,Music 1,117.5,A minor,8A,7,Chorus -> Drop,226.0,44100,24,2,57.03,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Beat.wav
SERGIK x Mike Ron - MNWKA.wav,Music 1,92.3,A major,11B,5,Drop,302.57,44100,24,2,76.35,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mike Ron - MNWKA.wav
SERGIK x Bob Secret - Kiss Me.wav,Music 1,123.0,D minor,7A,7,Drop -> Outro,241.98,44100,24,2,61.06,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - Kiss Me.wav
SERGIK - Bass Bunker.wav,Music 1,89.1,D minor,7A,6,Chorus -> Drop,221.82,44100,24,2,55.97,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bass Bunker.wav
SERGIK - Rushy Funkshway.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rushy Funkshway.wav
Hip Hop 1.mp3,Music 1,143.6,G# minor,1A,6,Chorus -> Drop,148.77,44100,0,2,5.68,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 1.mp3
SERGIK - Straight to the Room.wav,Music 1,86.1,A major,11B,6,Drop -> Outro,199.68,44100,24,2,50.39,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Straight to the Room.wav
Dream Street (0).wav,Music 1,80.7,C# minor,12A,6,Drop,191.89,44100,0,2,32.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dream Street (0).wav
5.24.24 2.0 LOVE 120 bpm A.aif,Music 1,117.5,A major,11B,5,Chorus -> Drop,176.0,48000,24,2,48.34,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/5.24.24 2.0 LOVE 120 bpm A.aif
SERGIK - Rhythm VIP Techno.wav,Music 1,129.2,A minor,8A,6,Chorus -> Drop -> Chorus,243.75,44100,24,2,61.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm VIP Techno.wav
Always Constant.wav,Music 1,89.1,D major,10B,7,Drop,114.42,44100,0,2,19.25,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Always Constant.wav
SERGIK x Janis & The Planets - To The Moon.wav,Music 1,117.5,A minor,8A,6,Intro -> Verse -> Drop,276.0,48000,24,2,75.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & The Planets - To The Moon.wav
SERGIK ft. Javi - LOKO.wav,Music 1,129.2,A major,11B,6,Intro -> Drop,220.8,48000,24,2,60.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Javi - LOKO.wav
SERGIK - This is the sound.wav,Music 1,86.1,A major,11B,7,Chorus -> Drop,242.27,44100,0,2,40.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - This is the sound.wav
SERGIK - Piece Of Your Luv 2.wav,Music 1,123.0,D minor,7A,8,Chorus -> Drop,253.77,44100,24,2,64.04,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Piece Of Your Luv 2.wav
Sergik - Kittymean.wav,Music 1,129.2,E minor,9A,6,Intro -> Drop,232.26,44100,0,2,39.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Kittymean.wav
SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,Music 1,129.2,E minor,9A,5,Intro -> Drop,227.56,44100,24,2,57.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav
SERGIK - To Dat Bass.wav,Music 1,129.2,D major,10B,6,Intro -> Drop,260.95,48000,24,2,71.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass.wav
blew up before it even started 12 smx.wav,Music 1,143.6,C major,8B,6,Drop -> Chorus,219.43,44100,0,2,36.91,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/blew up before it even started 12 smx.wav
SERGIK x OG Coconut x Kuhl - Mavericks.aif,Music 1,143.6,A major,11B,6,Chorus -> Drop -> Chorus,192.0,44100,24,2,48.45,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks.aif
SERGIK - The World Dont Stop The Day (Sax).wav,Music 1,123.0,D major,10B,6,Intro -> Chorus -> Drop,265.16,44100,24,2,66.91,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The World Dont Stop The Day (Sax).wav
SERPANT.aif,Music 1,136.0,A minor,8A,6,Intro -> Chorus -> Drop,166.29,44100,16,2,27.97,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERPANT.aif
SERGIK - Discodellic.wav,Music 1,86.1,D minor,7A,6,Chorus -> Drop,247.62,44100,0,2,41.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Discodellic.wav
SERGIK - My Type.wav,Music 1,86.1,D minor,7A,7,Drop -> Chorus -> Drop,297.12,44100,24,2,74.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - My Type.wav
SERGIK x Aloe Flipz - Broken Problems.wav,Music 1,123.0,D major,10B,7,Intro -> Verse -> Drop,202.31,44100,24,2,51.05,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems.wav
01 Arza x Y2 (Prince) Prod Dame x.mp3,Music 1,92.3,D minor,7A,7,Chorus -> Drop -> Chorus,173.33,44100,0,2,6.61,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/01 Arza x Y2 (Prince) Prod Dame x.mp3
Andino x SERGIK - Coming Thru 12.wav,Music 1,129.2,D major,10B,6,Drop,275.91,44100,24,2,69.62,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x SERGIK - Coming Thru 12.wav
SLAPSTICK BABY.mp3,Music 1,107.7,D major,10B,6,Chorus -> Drop,275.9,48000,0,2,10.52,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SLAPSTICK BABY.mp3
Sergik x Silent Jay - tear the roof off.wav,Music 1,86.1,D major,10B,7,Drop,246.72,44100,0,2,41.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Silent Jay - tear the roof off.wav
SERGIK - Cherry Bombs singled.wav,Music 1,86.1,D minor,7A,5,Drop,1209.45,44100,24,2,305.2,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cherry Bombs singled.wav
SERGIK Rework - Say Yeah v4.wav,Music 1,129.2,A major,11B,6,Chorus -> Drop,285.0,44100,24,2,71.92,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Rework - Say Yeah v4.wav
SERGIK - Resist d'King Of The Jungle with LOVE.wav,Music 1,123.0,G major,9B,5,Intro -> Chorus -> Drop,299.22,44100,24,2,75.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Resist d'King Of The Jungle with LOVE.wav
SERGIK x NOOD - juice.wav,Music 1,129.2,D major,10B,5,Drop,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - juice.wav
Sergik - Warehouse District.wav,Music 1,86.1,C# minor,12A,6,Drop,232.26,44100,0,2,39.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.wav
Dont Stop FINAL.wav,Music 1,129.2,D major,10B,4,Drop,269.88,44100,24,2,68.1,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dont Stop FINAL.wav
Sergik - Recuperate.wav,Music 1,83.4,A minor,8A,5,Drop -> Chorus -> Drop,155.0,44100,0,2,26.08,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Recuperate.wav
SERGIK - Like That 1.wav,Music 1,86.1,A major,11B,7,Chorus -> Drop -> Chorus,218.71,44100,24,2,55.19,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like That 1.wav
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,Music 1,86.1,G major,9B,6,Drop,282.58,44100,24,2,71.4,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/sergik x frank terry_cozy cats_master 1 (worth the weight).wav
Darker side of the street.mp3,Music 1,123.0,B minor,10A,5,Chorus -> Drop,284.19,44100,0,2,10.84,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Darker side of the street.mp3
SERGIK - Forza.wav,Music 1,86.1,D major,10B,8,Chorus -> Drop,258.75,44100,24,2,65.29,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Forza.wav
Night at the roxbury (Bass house) (Jcreate).wav,Music 1,86.1,A minor,8A,6,Drop -> Chorus,150.0,48000,0,2,27.47,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Night at the roxbury (Bass house) (Jcreate).wav
SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,Music 1,117.5,F major,7B,6,Chorus -> Drop,244.0,44100,24,2,61.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running.wav
tester - Dido - Thank You (Breauxx Remix).mp3,Music 1,123.0,A major,11B,6,Chorus -> Drop,123.82,44100,0,2,4.72,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/tester - Dido - Thank You (Breauxx Remix).mp3
SERGIK - Can We Rock.wav,Music 1,117.5,A major,11B,5,Chorus -> Drop,296.95,44100,24,2,74.93,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Can We Rock.wav
Sergik x Slick Floyd - If you want to.wav,Music 1,86.1,A major,11B,7,Drop,245.76,44100,0,2,41.34,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick Floyd - If you want to.wav
so here you go.wav,Music 1,86.1,D major,10B,8,Drop,270.16,44100,0,2,45.45,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/so here you go.wav
SERGIK - Ooh I Like That.wav,Music 1,123.0,D major,10B,6,Chorus -> Drop,282.58,44100,24,2,71.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ooh I Like That.wav
SERGIK x CHKLZ - On Da Flow.wav,Music 1,86.1,D major,10B,7,Drop -> Chorus,230.55,44100,0,2,38.79,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - On Da Flow.wav
SERGIK - Deep Side The Mood.wav,Music 1,136.0,D major,10B,5,Chorus -> Drop,291.56,44100,24,2,73.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Deep Side The Mood.wav
SERGIK x Janis & The Planets - Searching (Instrumental).wav,Music 1,92.3,F major,7B,5,Intro -> Verse -> Drop,174.55,48000,24,2,47.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & The Planets - Searching (Instrumental).wav
SERGIK - Para Papa.wav,Music 1,123.0,A major,11B,8,Drop,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Para Papa.wav
Lose Control ANAMORPHIC Remix V17.wav,Music 1,129.2,A major,11B,7,Intro -> Verse -> Drop,249.16,48000,0,2,45.62,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lose Control ANAMORPHIC Remix V17.wav
SERGIK - Drunk.wav,Music 1,129.2,A major,11B,6,Drop,289.52,44100,24,2,73.06,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drunk.wav
BAGGINS - GIVING IT (Silent Jay x Sergik Remix).wav,Music 1,129.2,A minor,8A,5,Intro -> Drop,288.75,48000,24,2,79.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BAGGINS - GIVING IT (Silent Jay x Sergik Remix).wav
SERGIK - Rushy Funkshway 1.wav,Music 1,117.5,A major,11B,7,Intro -> Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rushy Funkshway 1.wav
HOP BUNNY HOP.wav,Music 1,92.3,E major,12B,7,Chorus -> Drop,314.18,44100,0,2,52.85,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/HOP BUNNY HOP.wav
SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,Music 1,129.2,D major,10B,6,Chorus -> Drop,273.75,44100,24,2,69.08,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav
SERGIK  - Make it Bounce Pre-Master.wav,Music 1,129.2,D major,10B,6,Chorus -> Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Make it Bounce Pre-Master.wav
SERGIK - Roundabout No Exit.wav,Music 1,86.1,D major,10B,6,Intro -> Drop,220.95,48000,24,2,60.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Roundabout No Exit.wav
edit mushrooms 86bpm.mp3,Music 1,86.1,B minor,10A,7,Drop,226.12,44100,0,2,5.18,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/edit mushrooms 86bpm.mp3
SERGIK - Free.wav,Music 1,129.2,A major,11B,6,Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Free.wav
SERGIK x Guage x Fairydvst - Feelin.wav,Music 1,129.2,D major,10B,6,Intro -> Chorus -> Drop,228.57,44100,24,2,57.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Guage x Fairydvst - Feelin.wav
SERGIK x BatteryLo - Thiiisss.wav,Music 1,92.3,A minor,8A,7,Drop,195.43,48000,24,2,53.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BatteryLo - Thiiisss.wav
SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,Music 1,117.5,F minor,4A,6,Chorus -> Drop,244.0,44100,24,2,61.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav
versace mp3.mp3,Music 1,89.1,F# minor,11A,7,Intro -> Drop,141.64,44100,0,2,5.4,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/versace mp3.mp3
SERGIK - Cant Fight It.wav,Music 1,123.0,D major,10B,7,Intro -> Verse -> Drop,316.1,44100,24,2,79.76,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cant Fight It.wav
SERGIK - Book of Memories.wav,Music 1,92.3,G major,9B,6,Chorus -> Drop,265.9,44100,24,2,67.1,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Book of Memories.wav
SERGIK x Stov - Everyday (DnB ViP).wav,Music 1,76.0,A major,11B,6,Chorus -> Drop,208.0,44100,24,2,52.49,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stov - Everyday (DnB ViP).wav
"Daisy - Right Cheek, Left Cheek.mp3",Music 1,143.6,A major,11B,6,Drop,155.09,44100,0,2,3.55,mp3,"/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Daisy - Right Cheek, Left Cheek.mp3"
SERGIK - WooksWonkWubz.wav,Music 1,143.6,A major,11B,6,Intro -> Chorus -> Drop,150.86,44100,24,2,38.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - WooksWonkWubz.wav
SERGIK x Braydo - Bicycle Day.wav,Music 1,86.1,D major,10B,7,Drop -> Chorus -> Drop,230.48,48000,24,2,63.3,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Braydo - Bicycle Day.wav
SlowNMelloe.mp3,Music 1,92.3,D minor,7A,6,Chorus -> Drop,120.35,44100,0,2,4.59,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SlowNMelloe.mp3
SERGIK - Containment Breach.wav,Music 1,129.2,A major,11B,5,Chorus -> Drop,236.36,48000,24,2,64.92,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Containment Breach.wav
Sergik x L9V - Hourglass.wav,Music 1,86.1,D minor,7A,8,Chorus -> Drop,203.52,44100,24,2,51.36,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x L9V - Hourglass.wav
Tenderly (0).wav,Music 1,92.3,D minor,7A,6,Drop,118.65,44100,0,2,39.92,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Tenderly (0).wav
SERGIK - Early Morning.wav,Music 1,123.0,G# major,4B,8,Chorus -> Drop,236.07,44100,24,2,59.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Early Morning.wav
SERGIK x NOOD - If You Want To.wav,Music 1,86.1,C major,8B,6,Chorus -> Drop,273.75,44100,24,2,69.08,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - If You Want To.wav
SERGIK Remix - Durand Jones & The Indications - Witchoo.wav,Music 1,117.5,F# minor,11A,6,Intro -> Chorus -> Drop,231.86,44100,24,2,58.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Remix - Durand Jones & The Indications - Witchoo.wav
uncertain 1st.wav,Music 1,78.3,E minor,9A,6,Unknown,41.56,48000,0,2,7.61,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/uncertain 1st.wav
SERGIK x JIMII - Do it Yourself v2.wav,Music 1,86.1,D major,10B,6,Intro -> Drop,243.75,44100,24,2,61.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself v2.wav
SERGIK ft Tia Jenny - Thats IT..wav,Music 1,117.5,A minor,8A,6,Chorus -> Drop,272.0,44100,24,2,68.64,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft Tia Jenny - Thats IT..wav
RTB- CD-6.aif,Music 1,143.6,D major,10B,7,Chorus -> Drop,280.0,44100,32,2,94.21,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/RTB- CD-6.aif
flip the phase v3.wav,Music 1,143.6,E minor,9A,5,Chorus -> Drop,302.8,44100,0,2,50.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/flip the phase v3.wav
SERGIK x Breauxx - Come Correct.wav,Music 1,129.2,A major,11B,6,Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx - Come Correct.wav
SERGIK - No Drama.wav,Music 1,123.0,A minor,8A,5,Chorus -> Drop,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Drama.wav
Trip Hop 8.mp3,Music 1,136.0,A# minor,3A,6,Intro -> Chorus -> Drop,201.22,44100,0,2,7.82,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 8.mp3
TEST.wav,Music 1,117.5,D minor,7A,6,Chorus -> Drop,352.0,48000,0,2,128.91,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/TEST.wav
SERGIK x ESHER - Nitrous.wav,Music 1,136.0,C major,8B,5,Drop -> Outro,348.44,44100,24,2,87.93,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Nitrous.wav
[FREE] Benny The Butcher Type Beat - 40 KEYZ.mp3,Music 1,89.1,F# minor,11A,5,Drop,194.59,44100,0,2,4.45,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/[FREE] Benny The Butcher Type Beat - 40 KEYZ.mp3
SERGIK x Sean Watson Ft. Janis - A Good Day.wav,Music 1,92.3,A major,11B,6,Chorus -> Drop,301.09,44100,24,2,75.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Watson Ft. Janis - A Good Day.wav
Kavon - Rose Colored Goggles_72bpm_R1.mp3,Music 1,95.7,G# minor,1A,6,Chorus -> Drop,180.05,48000,0,2,6.87,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Kavon - Rose Colored Goggles_72bpm_R1.mp3
SERGIK Ft. Janis & The Planets - Suade.wav,Music 1,92.3,D minor,7A,6,Chorus -> Drop,211.61,44100,24,2,53.4,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Suade.wav
SERGIK x Zak Martin - Wat U Want.wav,Music 1,86.1,A minor,8A,6,Intro -> Drop,238.14,44100,24,2,60.09,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Wat U Want.wav
Sergik - baked turkey.wav,Music 1,117.5,C minor,5A,5,Intro -> Chorus -> Drop,165.52,44100,0,2,55.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - baked turkey.wav
SERGIK x Jetski - Alienated.wav,Music 1,129.2,D minor,7A,7,Drop -> Chorus,247.62,44100,24,2,62.48,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Alienated.wav
SERGIK x Slick Floyd - LDE.wav,Music 1,86.1,D major,10B,7,Chorus -> Drop,282.58,44100,24,2,71.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd - LDE.wav
SERGIK x Cy Heck - On A Diet.wav,Music 1,129.2,D minor,7A,6,Drop,262.08,44100,24,2,66.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cy Heck - On A Diet.wav
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental) 1.wav,Music 1,123.0,D major,10B,6,Intro -> Drop,270.74,44100,24,2,68.32,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental) 1.wav
SERGIK - To Dat Bass 2.wav,Music 1,86.1,D major,10B,6,Intro -> Drop,260.95,48000,24,2,71.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass 2.wav
SERGIK - Turn in to.wav,Music 1,123.0,A major,11B,6,Chorus -> Drop,243.81,44100,24,2,61.52,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Turn in to.wav
Janis and The Planets - Safespace (SERGIK Remix).wav,Music 1,123.0,D minor,7A,5,Intro -> Chorus -> Drop,245.76,44100,24,2,62.02,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets - Safespace (SERGIK Remix).wav
ARZA - Swear Fo.mp3,Music 1,92.3,F# minor,11A,6,Drop,194.43,44100,0,2,7.42,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo.mp3
Arza - California Dreams & Nightmares 144bpm E min.wav,Music 1,143.6,E minor,9A,6,Drop,53.33,44100,0,2,17.94,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Arza - California Dreams & Nightmares 144bpm E min.wav
SERGIK - Whats the Reason (Bass VIP).wav,Music 1,92.3,A minor,8A,6,Intro -> Chorus -> Drop,248.89,44100,24,2,62.81,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Reason (Bass VIP).wav
SERGIK - Rover Coasting.wav,Music 1,86.1,D major,10B,5,Drop,245.76,48000,24,2,67.5,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rover Coasting.wav
